CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,IsParent,CustomerPriority,IncomeLevel
12949,MR.,FRANKLIN,HUANG,1969-06-14,S,M,franklin6@adventure-works.com,20000.0,0.0,Partial College,Manual,N,No,Standard,Low
12950,MRS.,ISABELLA,MURPHY,1967-02-08,S,F,isabella89@adventure-works.com,30000.0,1.0,Bachelors,Clerical,N,Yes,Standard,Average
12951,MR.,ANDY,GILL,1963-11-12,S,M,andy18@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
12952,MR.,EDWIN,KUMAR,1946-02-10,M,M,edwin30@adventure-works.com,100000.0,2.0,Bachelors,Management,Y,Yes,Standard,High
12953,MRS.,CHELSEA,CHANDRA,1949-08-27,M,F,chelsea2@adventure-works.com,80000.0,5.0,High School,Management,Y,Yes,Standard,High
12954,MS.,HALEY,HOWARD,1970-06-06,S,F,haley12@adventure-works.com,20000.0,0.0,Partial College,Manual,Y,No,Standard,Low
12955,MR.,JONATHON,JIMENEZ,1964-11-22,M,M,jonathon2@adventure-works.com,20000.0,3.0,High School,Manual,Y,Yes,Standard,Low
12956,MR.,OMAR,DENG,1943-08-15,S,M,omar23@adventure-works.com,10000.0,3.0,Partial College,Manual,N,Yes,Standard,Low
12957,MR.,GARY,ALVAREZ,1973-03-28,S,M,gary15@adventure-works.com,30000.0,0.0,High School,Manual,N,No,Standard,Average
12958,MR.,ANDY,JIMÉNEZ,1962-07-06,S,M,andy10@adventure-works.com,30000.0,5.0,Graduate Degree,Clerical,Y,Yes,Standard,Average
12959,MRS.,DEANNA,SUBRAM,1968-05-16,M,F,deanna16@adventure-works.com,20000.0,1.0,Partial College,Manual,Y,Yes,Standard,Low
12960,MR.,RUSSELL,LAL,1965-08-02,M,M,russell11@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
12961,MR.,ANDREW,LEWIS,1964-07-08,M,M,andrew28@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
12962,MRS.,BRANDY,SUBRAM,1962-08-22,S,F,brandy9@adventure-works.com,30000.0,5.0,Graduate Degree,Clerical,Y,Yes,Standard,Average
12963,MRS.,CHRISTY,MCDONALD,1952-10-25,S,F,christy7@adventure-works.com,20000.0,2.0,Partial College,Manual,N,Yes,Standard,Low
12964,MRS.,KATE,CHANDE,1949-09-15,M,F,kate12@adventure-works.com,80000.0,5.0,High School,Management,N,Yes,Standard,High
12965,MR.,JONATHAN,HAYES,1966-01-13,S,M,jonathan22@adventure-works.com,40000.0,0.0,Bachelors,Professional,Y,No,Standard,Average
12966,MRS.,JESSICA,BROOKS,1965-11-03,M,F,jessica22@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
12967,MR.,DOUGLAS,SARA,1972-10-14,M,M,douglas14@adventure-works.com,30000.0,0.0,High School,Manual,N,No,Standard,Average
12968,MR.,JASON,GREEN,1955-01-11,S,M,jason43@adventure-works.com,20000.0,1.0,Bachelors,Clerical,N,Yes,Standard,Low
12969,MRS.,AMY,ZHENG,1940-09-15,S,F,amy26@adventure-works.com,10000.0,2.0,Bachelors,Clerical,N,Yes,Standard,Low
12970,MRS.,TINA,RODRIGUEZ,1960-06-14,S,F,tina21@adventure-works.com,10000.0,1.0,High School,Manual,N,Yes,Standard,Low
12971,MRS.,LYDIA,RANA,1934-04-08,S,F,lydia10@adventure-works.com,20000.0,2.0,Partial College,Clerical,N,Yes,Standard,Low
12972,MR.,ROY,NAVARRO,1955-12-23,M,M,roy30@adventure-works.com,10000.0,2.0,Partial College,Manual,Y,Yes,Standard,Low
12973,MR.,SHAWN,RAI,1955-09-22,M,M,shawn19@adventure-works.com,10000.0,2.0,Partial College,Manual,Y,Yes,Standard,Low
12974,MR.,RANDY,SHE,1944-06-05,S,M,randy25@adventure-works.com,90000.0,5.0,Partial College,Professional,N,Yes,Standard,High
12975,MR.,FRANCIS,JIMENEZ,1971-09-04,S,M,francis3@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
12976,MR.,ANDY,MARTIN,1971-11-12,S,M,andy5@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
12977,MRS.,AMANDA,EVANS,1940-09-07,M,F,amanda44@adventure-works.com,20000.0,1.0,Bachelors,Clerical,Y,Yes,Standard,Low
12978,MS.,KELSEY,TANG,1969-10-12,S,F,kelsey3@adventure-works.com,20000.0,0.0,Partial College,Manual,N,No,Standard,Low
12979,MS.,REBEKAH,MARTINEZ,1974-01-14,S,F,rebekah17@adventure-works.com,30000.0,0.0,Partial College,Clerical,N,No,Standard,Average
12980,MR.,EDDIE,MARTIN,1980-01-24,S,M,eddie1@adventure-works.com,20000.0,0.0,Partial High School,Manual,N,No,Standard,Low
12981,MR.,RALPH,BECK,1966-05-11,M,M,ralph0@adventure-works.com,40000.0,0.0,Bachelors,Professional,Y,No,Standard,Average
12982,MRS.,JILLIAN,MADAN,1955-11-19,M,F,jillian8@adventure-works.com,110000.0,3.0,Partial College,Professional,Y,Yes,High,High
12983,MRS.,DEB,DOMINGUEZ,1954-03-03,M,F,deb5@adventure-works.com,130000.0,3.0,Partial College,Professional,Y,Yes,High,High
12984,MRS.,LINDSAY,PAL,1966-08-12,M,F,lindsay12@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y,Yes,Standard,Average
12985,MRS.,CHRISTY,LI,1960-01-11,S,F,christy3@adventure-works.com,20000.0,1.0,Partial College,Manual,N,Yes,Standard,Low
12986,MR.,CLIFFORD,RODRIGUEZ,1972-03-07,S,M,clifford18@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
12987,MRS.,JENNY,CHANDE,1970-05-18,M,F,jenny37@adventure-works.com,40000.0,2.0,Partial College,Clerical,N,Yes,Standard,Average
12988,MR.,CLARENCE,PAL,1971-04-22,S,M,clarence27@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
12989,MR.,GILBERT,ZHANG,1973-03-25,M,M,gilbert0@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
12990,MR.,JOSHUA,JOHNSON,1976-09-04,S,M,joshua3@adventure-works.com,20000.0,0.0,High School,Manual,N,No,Standard,Low
12991,MS.,ABBY,CHANDRA,1976-03-27,S,F,abby1@adventure-works.com,30000.0,0.0,Partial College,Clerical,N,No,Standard,Average
12992,MR.,CASEY,ROWE,1957-04-24,M,M,casey25@adventure-works.com,10000.0,1.0,Partial College,Manual,Y,Yes,Standard,Low
12993,MR.,BRUCE,SRINI,1941-12-25,M,M,bruce7@adventure-works.com,20000.0,1.0,Partial College,Manual,Y,Yes,Standard,Low
12994,MR.,NUAN,MA,1960-04-21,M,M,nuan2@adventure-works.com,20000.0,1.0,Partial College,Manual,Y,Yes,Standard,Low
12995,MR.,RUBEN,NAVARRO,1960-12-10,M,M,ruben33@adventure-works.com,20000.0,1.0,Partial College,Manual,Y,Yes,Standard,Low
12996,MR.,BRENDAN,SHAN,1969-10-16,S,M,brendan8@adventure-works.com,20000.0,0.0,Partial College,Manual,Y,No,Standard,Low
12997,MS.,KRISTI,CARLSON,1968-07-06,M,F,kristi14@adventure-works.com,40000.0,0.0,Graduate Degree,Clerical,Y,No,Standard,Average
12998,MR.,MANUEL,RANA,1965-06-09,M,M,manuel10@adventure-works.com,30000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
12999,MR.,TERRENCE,NATH,1964-12-01,S,M,terrence19@adventure-works.com,10000.0,3.0,Partial High School,Manual,Y,Yes,Standard,Low
13000,MS.,SAVANNAH,MURPHY,1977-11-04,M,F,savannah14@adventure-works.com,30000.0,0.0,Partial College,Clerical,N,No,Standard,Average
13001,MR.,BOBBY,RAMAN,1977-07-01,S,M,bobby8@adventure-works.com,30000.0,0.0,Partial College,Clerical,Y,No,Standard,Average
13002,MR.,KENNETH,ANDERSEN,1975-06-20,S,M,kenneth11@adventure-works.com,30000.0,0.0,Partial College,Clerical,N,No,Standard,Average
13003,MR.,CORY,GARCIA,1948-05-25,M,M,cory13@adventure-works.com,90000.0,4.0,Partial High School,Skilled Manual,Y,Yes,Standard,High
13004,MRS.,KARA,DENG,1947-08-26,M,F,kara2@adventure-works.com,100000.0,3.0,High School,Management,N,Yes,Standard,High
13005,MR.,TERRY,CHAMPION,1978-08-18,S,M,terry17@adventure-works.com,30000.0,0.0,High School,Manual,N,No,Standard,Average
13006,MS.,JADA,MORRIS,1971-03-21,M,F,jada10@adventure-works.com,10000.0,0.0,Partial High School,Manual,N,No,Standard,Low
13007,MRS.,LACEY,SHE,1956-03-09,S,F,lacey36@adventure-works.com,120000.0,3.0,High School,Professional,Y,Yes,High,High
13008,MRS.,ABIGAIL,RUSSELL,1955-07-10,M,F,abigail45@adventure-works.com,120000.0,2.0,Partial High School,Professional,Y,Yes,High,High
13009,MRS.,JILLIAN,MEHTA,1944-08-07,M,F,jillian14@adventure-works.com,90000.0,5.0,Partial College,Professional,Y,Yes,Standard,High
13010,MRS.,KRISTI,RAMAN,1944-07-11,M,F,kristi29@adventure-works.com,120000.0,4.0,Bachelors,Management,Y,Yes,High,High
13011,MR.,GERALD,RUIZ,1945-09-02,M,M,gerald10@adventure-works.com,90000.0,5.0,Partial College,Professional,Y,Yes,Standard,High
13012,MR.,STUART,RAILSON,1951-09-07,M,M,stuart3@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
13013,MR.,EDUARDO,JOHNSON,1951-08-02,M,M,eduardo1@adventure-works.com,90000.0,4.0,High School,Professional,Y,Yes,Standard,High
13014,MRS.,AIMEE,MA,1947-02-03,M,F,aimee11@adventure-works.com,100000.0,3.0,High School,Management,Y,Yes,Standard,High
13015,MRS.,TINA,PRASAD,1947-10-10,M,F,tina11@adventure-works.com,100000.0,3.0,Partial High School,Professional,Y,Yes,Standard,High
13016,MR.,BRENDAN,NATH,1962-08-23,S,M,brendan16@adventure-works.com,10000.0,1.0,Graduate Degree,Manual,N,Yes,Standard,Low
13017,,JEROME,GILL,1935-03-15,M,,jerome12@adventure-works.com,20000.0,1.0,Graduate Degree,Clerical,Y,Yes,Standard,Low
13018,MRS.,AUDREY,ROMERO,1936-11-19,M,F,audrey10@adventure-works.com,20000.0,1.0,Graduate Degree,Clerical,Y,Yes,Standard,Low
13019,MR.,ROGER,RAJI,1970-09-23,S,M,roger49@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y,No,Standard,Average
13020,MRS.,LYDIA,CHANDRA,1968-01-05,S,F,lydia1@adventure-works.com,20000.0,1.0,Partial College,Manual,N,Yes,Standard,Low
13021,MR.,CLIFFORD,PATEL,1967-05-14,S,M,clifford3@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y,Yes,Standard,Average
13022,MRS.,LEAH,ZHU,1966-12-03,S,F,leah11@adventure-works.com,10000.0,5.0,Partial High School,Manual,Y,Yes,Standard,Low
13023,MR.,SHANE,MARTINEZ,1966-11-25,S,M,shane20@adventure-works.com,20000.0,2.0,High School,Manual,N,Yes,Standard,Low
13024,MRS.,CAROLYN,BROWNING,1966-06-08,S,F,carolyn36@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y,Yes,Standard,Average
13025,MR.,FREDERICK,PATEL,1965-04-21,M,M,frederick2@adventure-works.com,30000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
13026,MR.,JERRY,NARA,1964-09-20,S,M,jerry18@adventure-works.com,20000.0,2.0,High School,Manual,Y,Yes,Standard,Low
13027,MR.,JON,ANDERSEN,1964-02-06,S,M,jon9@adventure-works.com,20000.0,3.0,High School,Manual,N,Yes,Standard,Low
13028,MR.,CASEY,GOMEZ,1963-05-12,S,M,casey24@adventure-works.com,10000.0,3.0,Partial High School,Manual,Y,Yes,Standard,Low
13029,MRS.,ADRIENNE,ORTEGA,1979-05-12,S,F,adrienne17@adventure-works.com,30000.0,3.0,Partial College,Clerical,N,Yes,Standard,Average
13030,MR.,KELVIN,HE,1961-07-20,S,M,kelvin37@adventure-works.com,30000.0,4.0,Graduate Degree,Clerical,N,Yes,Standard,Average
13031,MR.,CLARENCE,CAI,1970-07-20,M,M,clarence14@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y,No,Standard,Average
13032,MR.,JAMIE,SUAREZ,1952-03-01,S,M,jamie41@adventure-works.com,10000.0,3.0,Partial College,Manual,N,Yes,Standard,Low
13033,MR.,MARSHALL,LU,1968-06-25,M,M,marshall10@adventure-works.com,20000.0,1.0,Partial College,Manual,Y,Yes,Standard,Low
13034,MR.,GILBERT,SHAN,1965-12-02,S,M,gilbert31@adventure-works.com,20000.0,2.0,High School,Manual,Y,Yes,Standard,Low
13035,MRS.,ALICIA,RAJE,1955-11-10,M,F,alicia12@adventure-works.com,110000.0,3.0,Partial College,Professional,Y,Yes,High,High
13036,MRS.,CARRIE,CARLSON,1963-04-28,M,F,carrie16@adventure-works.com,20000.0,3.0,High School,Manual,Y,Yes,Standard,Low
13037,MRS.,REBEKAH,LOPEZ,1959-11-26,S,F,rebekah16@adventure-works.com,20000.0,2.0,Partial College,Manual,Y,Yes,Standard,Low
13038,MR.,OMAR,TANG,1960-04-22,M,M,omar24@adventure-works.com,30000.0,3.0,Bachelors,Clerical,Y,Yes,Standard,Average
13039,MR.,JAY,VAZQUEZ,1969-12-27,S,M,jay44@adventure-works.com,20000.0,0.0,Partial College,Manual,N,No,Standard,Low
13040,MRS.,CRISTINA,CHANDER,1968-10-23,S,F,cristina14@adventure-works.com,10000.0,3.0,High School,Manual,Y,Yes,Standard,Low
13041,MR.,COLIN,LIU,1971-10-17,M,M,colin4@adventure-works.com,30000.0,0.0,High School,Manual,N,No,Standard,Average
13042,MR.,WYATT,LEWIS,1957-11-06,S,M,wyatt22@adventure-works.com,130000.0,2.0,Partial College,Professional,N,Yes,High,High
13043,MR.,GLENN,ZENG,1973-12-24,M,M,glenn23@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
13044,MR.,LANCE,DIAZ,1971-05-04,M,M,lance3@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
13045,MR.,MARVIN,DOMINGUEZ,1967-06-15,S,M,marvin13@adventure-works.com,10000.0,4.0,Partial High School,Manual,Y,Yes,Standard,Low
13046,MR.,RONALD,VANCE,1966-09-27,M,M,ronald6@adventure-works.com,20000.0,1.0,High School,Manual,Y,Yes,Standard,Low
13047,MRS.,ALISHA,ANDERSEN,1966-07-24,M,F,alisha37@adventure-works.com,20000.0,2.0,High School,Manual,Y,Yes,Standard,Low
13048,MRS.,RILEY,WARD,1941-04-07,S,F,riley32@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y,Yes,Standard,Average
13049,MR.,LARRY,ROWE,1970-08-03,S,M,larry3@adventure-works.com,30000.0,0.0,Bachelors,Clerical,N,No,Standard,Average
13050,MR.,ALBERT,HERNANDEZ,1968-06-24,M,M,albert6@adventure-works.com,30000.0,1.0,Bachelors,Clerical,N,Yes,Standard,Average
13051,MS.,MELINDA,SERRANO,1975-03-02,S,F,melinda11@adventure-works.com,30000.0,0.0,Partial College,Clerical,N,No,Standard,Average
13052,MS.,JACQUELYN,RUIZ,1959-07-16,M,F,jacquelyn2@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y,No,Standard,Average
13053,MS.,NATASHA,RAMOS,1971-11-01,S,F,natasha17@adventure-works.com,30000.0,0.0,High School,Manual,Y,No,Standard,Average
13054,MRS.,KENDRA,ROMERO,1966-07-06,S,F,kendra9@adventure-works.com,10000.0,5.0,Partial High School,Manual,Y,Yes,Standard,Low
13055,MS.,MAYRA,GONZALEZ,1970-09-27,M,F,mayra18@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y,No,Standard,Average
13056,MR.,JON,LIU,1968-01-24,S,M,jon23@adventure-works.com,20000.0,1.0,Partial College,Manual,N,Yes,Standard,Low
13057,MS.,HOLLY,ARUN,1974-12-20,S,F,holly8@adventure-works.com,30000.0,0.0,Partial College,Clerical,N,No,Standard,Average
13058,MR.,REGINALD,GILL,1978-08-07,S,M,reginald21@adventure-works.com,30000.0,0.0,High School,Manual,N,No,Standard,Average
13059,MRS.,JILL,ALONSO,1961-08-06,M,F,jill16@adventure-works.com,30000.0,4.0,Graduate Degree,Clerical,Y,Yes,Standard,Average
13060,MR.,SERGIO,MALHOTRA,1965-09-06,M,M,sergio5@adventure-works.com,20000.0,2.0,High School,Manual,Y,Yes,Standard,Low
13061,MR.,KRISTOPHER,PEREZ,1974-06-11,M,M,kristopher20@adventure-works.com,20000.0,0.0,Partial High School,Manual,Y,No,Standard,Low
13062,MRS.,LINDA,SERRANO,1955-06-26,S,F,linda31@adventure-works.com,80000.0,2.0,High School,Skilled Manual,Y,Yes,Standard,High
13063,MRS.,MALLORY,RUBIO,1961-05-01,S,F,mallory7@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,N,Yes,Standard,Average
13064,MRS.,JULIA,NELSON,1965-04-21,S,F,julia7@adventure-works.com,80000.0,5.0,Bachelors,Professional,Y,Yes,Standard,High
13065,MR.,ALVIN,ZENG,1957-07-03,S,M,alvin21@adventure-works.com,80000.0,1.0,Partial College,Skilled Manual,N,Yes,Standard,High
13066,MR.,ORLANDO,SUAREZ,1960-11-18,M,M,orlando19@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
13067,MS.,ALISHA,BECK,1972-03-12,M,F,alisha45@adventure-works.com,110000.0,0.0,High School,Management,N,No,Standard,High
13068,MR.,ARTURO,ZHENG,1969-10-07,M,M,arturo21@adventure-works.com,170000.0,1.0,Graduate Degree,Management,Y,Yes,High,Very High
13069,MR.,EDUARDO,JACKSON,1969-09-13,M,M,eduardo10@adventure-works.com,80000.0,4.0,Graduate Degree,Management,N,Yes,Standard,High
13070,MRS.,MOLLY,SAI,1964-11-26,M,F,molly6@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y,Yes,Standard,Average
13071,MR.,OMAR,MA,1961-07-18,S,M,omar15@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
13072,MR.,GEOFFREY,MADAN,1953-05-27,M,M,geoffrey7@adventure-works.com,40000.0,2.0,Bachelors,Management,Y,Yes,Standard,Average
13073,MR.,PHILIP,BLANCO,1964-09-05,M,M,philip15@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y,Yes,Standard,Average
13074,MR.,ALAN,YANG,1964-08-24,M,M,alan9@adventure-works.com,60000.0,4.0,Bachelors,Professional,N,Yes,Standard,Average
13075,MS.,ISABELLA,ADAMS,1975-06-20,S,F,isabella46@adventure-works.com,60000.0,0.0,Bachelors,Professional,N,No,Standard,Average
13076,MRS.,MEGAN,LONG,1960-09-20,M,F,megan59@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
13077,MRS.,ROBYN,RAMOS,1939-11-21,M,F,robyn13@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Yes,Standard,Average
13078,MR.,JOEL,PEREZ,1962-11-18,M,M,joel20@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Yes,Standard,Average
13079,MRS.,KELLIE,SANZ,1958-10-11,S,F,kellie17@adventure-works.com,90000.0,2.0,Bachelors,Management,N,Yes,Standard,High
13080,MR.,ROY,ALVAREZ,1936-06-16,M,M,roy25@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Yes,Standard,Average
13081,MRS.,MARIAH,LONG,1937-10-01,M,F,mariah14@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Yes,Standard,Average
13082,MR.,NOAH,FLORES,1970-04-13,M,M,noah9@adventure-works.com,110000.0,0.0,High School,Management,Y,No,Standard,High
13083,MRS.,ANNA,WILLIAMS,1954-05-18,S,F,anna63@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,Y,Yes,Standard,High
13084,MS.,SHEILA,BLANCO,1980-04-21,M,F,sheila14@adventure-works.com,10000.0,0.0,Partial College,Manual,Y,No,Standard,Low
13085,MR.,IVAN,RANA,1974-03-23,M,M,ivan7@adventure-works.com,100000.0,0.0,High School,Management,N,No,Standard,High
13086,MS.,TIFFANY,CAI,1973-11-21,M,F,tiffany22@adventure-works.com,120000.0,0.0,Partial High School,Professional,Y,No,Standard,High
13087,MR.,LOUIS,TANG,1964-08-09,S,M,louis21@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,No,Standard,Average
13088,MS.,ERICA,GAO,1975-08-19,M,F,erica15@adventure-works.com,80000.0,0.0,Bachelors,Professional,Y,No,Standard,High
13089,MRS.,KRISTY,NAVARRO,1967-05-14,M,F,kristy9@adventure-works.com,80000.0,5.0,Graduate Degree,Management,Y,Yes,Standard,High
13090,MR.,BRADLEY,ANAND,1960-10-08,M,M,bradley24@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
13091,MRS.,KARI,BLANCO,1960-02-04,M,F,kari36@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
13092,MR.,DYLAN,SHAN,1946-11-19,M,M,dylan30@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N,Yes,Standard,Low
13093,MR.,CORY,PRASAD,1946-06-21,M,M,cory7@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N,Yes,Standard,Low
13094,MRS.,LISA,GAO,1948-05-21,M,F,lisa18@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N,Yes,Standard,Low
13095,MR.,ALAN,LU,1950-06-11,M,M,alan14@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
13096,MR.,WAYNE,PAL,1951-04-18,M,M,wayne14@adventure-works.com,20000.0,2.0,Partial High School,Clerical,N,Yes,Standard,Low
13097,MR.,MARSHALL,XIE,1958-11-13,S,M,marshall24@adventure-works.com,120000.0,5.0,Bachelors,Management,Y,Yes,High,High
13098,,SHANNON,ZHAO,1959-04-24,M,,shannon11@adventure-works.com,110000.0,1.0,Bachelors,Management,Y,Yes,High,High
13099,MS.,ADRIENNE,MARTIN,1975-03-28,S,F,adrienne0@adventure-works.com,80000.0,0.0,Bachelors,Professional,Y,No,Standard,High
13100,MS.,LINDSAY,CHANDER,1971-11-17,M,F,lindsay16@adventure-works.com,100000.0,0.0,High School,Management,Y,No,Standard,High
13101,MS.,TAMARA,SUN,1970-04-07,M,F,tamara2@adventure-works.com,110000.0,0.0,High School,Management,Y,No,Standard,High
13102,MR.,JAY,FERNANDEZ,1977-10-07,M,M,jay22@adventure-works.com,10000.0,0.0,Partial College,Manual,Y,No,Standard,Low
13103,MR.,DREW,XIE,1967-08-13,M,M,drew3@adventure-works.com,70000.0,5.0,Bachelors,Professional,N,Yes,Standard,Average
13104,MR.,HUNTER,FOSTER,1949-10-27,M,M,hunter13@adventure-works.com,10000.0,2.0,High School,Skilled Manual,N,Yes,Standard,Low
13105,MRS.,MARY,HALL,1937-07-28,M,F,mary35@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Yes,Standard,Average
13106,MR.,RUSSELL,DENG,1947-11-13,M,M,russell5@adventure-works.com,10000.0,2.0,High School,Skilled Manual,N,Yes,Standard,Low
13107,MR.,ALEX,GREEN,1946-05-22,M,M,alex45@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N,Yes,Standard,Low
13108,MR.,VINCENT,LIANG,1946-07-15,M,M,vincent16@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N,Yes,Standard,Low
13109,MR.,MITCHELL,LAL,1946-02-10,M,M,mitchell8@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N,Yes,Standard,Low
13110,MRS.,FELICIA,MUNOZ,1948-02-05,M,F,felicia6@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
13111,MR.,KRISTOPHER,VANCE,1948-11-24,M,M,kristopher4@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
13112,MR.,BILLY,ROMERO,1951-04-08,M,M,billy11@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
13113,,GERALD,DOMINGUEZ,1970-10-16,S,,gerald21@adventure-works.com,130000.0,5.0,Bachelors,Professional,Y,Yes,High,High
13114,MR.,WAYNE,RAJE,1949-03-18,S,M,wayne16@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
13115,MS.,BRANDY,MEHTA,1975-05-19,S,F,brandy10@adventure-works.com,60000.0,0.0,Bachelors,Professional,N,No,Standard,Average
13116,MR.,LANCE,CARLSON,1971-10-14,M,M,lance18@adventure-works.com,80000.0,0.0,Bachelors,Professional,N,No,Standard,High
13117,MS.,ARIANNA,SANDERS,1971-07-24,M,F,arianna24@adventure-works.com,90000.0,0.0,Bachelors,Professional,N,No,Standard,High
13118,MRS.,FAITH,GRAY,1967-02-09,S,F,faith27@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y,Yes,Standard,Average
13119,MRS.,CARLY,SHEN,1967-02-08,M,F,carly1@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y,Yes,Standard,Average
13120,MRS.,RAQUEL,ROMERO,1967-05-21,M,F,raquel6@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y,Yes,Standard,Average
13121,MR.,MAURICE,SHE,1966-04-11,S,M,maurice0@adventure-works.com,80000.0,5.0,Graduate Degree,Management,Y,Yes,Standard,High
13122,MR.,CALVIN,JAI,1966-03-20,S,M,calvin11@adventure-works.com,80000.0,5.0,Graduate Degree,Management,Y,Yes,Standard,High
13123,MR.,STANLEY,RANA,1966-09-12,M,M,stanley12@adventure-works.com,80000.0,5.0,Bachelors,Professional,Y,Yes,Standard,High
13124,MR.,CALVIN,ANDERSEN,1965-02-25,M,M,calvin12@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y,Yes,Standard,Average
13125,MS.,HEIDI,MARTINEZ,1968-07-09,S,F,heidi20@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,No,Standard,Average
13126,MRS.,MARIE,SANCHEZ,1964-02-01,S,F,marie22@adventure-works.com,60000.0,4.0,Bachelors,Professional,Y,Yes,Standard,Average
13127,MS.,NATALIE,NELSON,1963-04-11,S,F,natalie52@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,No,Standard,Average
13128,MS.,DESTINY,BAILEY,1966-12-15,S,F,destiny32@adventure-works.com,100000.0,0.0,Bachelors,Professional,N,No,Standard,High
13129,MRS.,LINDA,SANZ,1959-11-18,M,F,linda35@adventure-works.com,90000.0,1.0,Bachelors,Professional,N,Yes,Standard,High
13130,MR.,DOUGLAS,MALHOTRA,1961-08-10,M,M,douglas8@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
13131,MR.,WILLIE,YE,1957-12-22,M,M,willie7@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
13132,MRS.,MISTY,ASHE,1959-10-04,M,F,misty24@adventure-works.com,120000.0,4.0,Bachelors,Management,Y,Yes,High,High
13133,MR.,MARIO,LAL,1958-06-21,S,M,mario6@adventure-works.com,100000.0,1.0,Bachelors,Management,N,Yes,Standard,High
13134,MRS.,CARLY,RAJI,1959-08-23,S,F,carly19@adventure-works.com,100000.0,1.0,Bachelors,Management,Y,Yes,Standard,High
13135,MR.,EDDIE,CARLSON,1959-11-22,M,M,eddie18@adventure-works.com,100000.0,1.0,Bachelors,Management,Y,Yes,Standard,High
